obs_name;longitude;latitude;elevation
OAN_SPM;-115.48694444444442;31.029166666666665;2829.9999999997976
Xinglong;117.57500000000002;40.393333333333324;949.9999999991034
Jilin;126.3304611111111;43.824377777777784;900
ORM;-17.879999999999995;28.758333333333336;2326.999999998442
OHP;5.713333333333334;43.93083333333333;650.0000000000365
Maidanak;66.8956051;38.6733975;2593
